City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
123,Bud,US,77.02,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
124,Bulawayo,ZW,49.39,few clouds,-20.15,28.5833,4 On Housman Backpackers
125,Saint-Paul,RE,69.37,few clouds,-21.0096,55.2707,Boucan Canot
126,Hamilton,US,79.09,overcast clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
127,Kalianget,ID,77.79,scattered clouds,-7.05,113.9333,Pesanggrahan Garam
128,Turukhansk,RU,57.24,overcast clouds,65.8167,87.9833,"ООО ""Туруханская пушнина"""
129,Sapele,NG,73.9,overcast clouds,5.8941,5.6767,Movig Hotel & Suites
130,Clifton,US,87.24,broken clouds,40.8584,-74.1638,Quality Urban Housing
131,Souillac,MU,68.38,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
132,Puerto Del Rosario,ES,80.35,clear sky,28.5004,-13.8627,Hotel JM Puerto del Rosario
133,Tatarsk,RU,60.93,clear sky,55.219,75.9828,Gostinitsa Neptun Tatarsk
134,Shenjiamen,CN,80.46,broken clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
136,Bengkulu,ID,72.97,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
137,Takoradi,GH,74.17,broken clouds,4.8845,-1.7554,Raybow International Hotel
138,Georgetown,MY,77.95,few clouds,5.4112,100.3354,Cititel Penang
140,San Patricio,US,93.92,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
141,Fortuna,US,74.93,scattered clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
142,Vila Franca Do Campo,PT,72.01,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
143,Dodge City,US,96.24,broken clouds,37.7528,-100.0171,Windsor Inn & Suites
144,Hambantota,LK,78.17,overcast clouds,6.1241,81.1185,Bungalow 63
146,Teknaf,BD,78.66,scattered clouds,20.8624,92.3058,Forestry Guesthouse
147,Kralendijk,BQ,80.73,scattered clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
148,Yeppoon,AU,60.58,clear sky,-23.1333,150.7333,Villa Mar Colina
149,Codrington,AU,51.96,overcast clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
150,Kashi,CN,83.41,clear sky,39.4547,75.9797,帕米尔青年旅舍
