City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Concordia,AR,2022-07-25 23:24:30,-31.393,-58.0209,73.78,79,50,10.0
294,Bahia Honda,CU,2022-07-25 23:28:23,22.9036,-83.1592,82.72,77,62,9.89
295,Luderitz,NA,2022-07-25 23:25:45,-26.6481,15.1594,57.09,77,25,9.86
296,Pierre,US,2022-07-25 23:28:23,44.3683,-100.351,68.92,88,100,11.5
297,Ritchie,ZA,2022-07-25 23:28:24,-29.038,24.6028,36.61,28,0,8.1
298,Aksarka,RU,2022-07-25 23:28:24,66.5606,67.7975,50.4,79,96,16.87
299,Fairbanks,US,2022-07-25 23:28:01,64.8378,-147.7164,74.08,52,75,13.8
300,Mayo,US,2022-07-25 23:26:56,38.8876,-76.5119,82.99,88,95,5.99
301,Provideniya,RU,2022-07-25 23:28:24,64.3833,-173.3,50.11,62,75,15.66
302,Buchanan,LR,2022-07-25 23:28:25,5.8808,-10.0467,73.85,78,15,5.59
303,Zhangye,CN,2022-07-25 23:28:25,38.9342,100.4517,73.13,38,96,3.58
304,Montepuez,MZ,2022-07-25 23:28:25,-13.1256,38.9997,62.94,80,0,8.23
305,Caravelas,BR,2022-07-25 23:28:26,-17.7125,-39.2481,69.49,88,54,5.99
306,Longonjo,AO,2022-07-25 23:28:26,-12.9067,15.2533,60.84,35,25,0.56
307,Teltow,DE,2022-07-25 23:28:26,52.4,13.2667,70.43,82,0,11.5
308,Nakhon Si Thammarat,TH,2022-07-25 23:27:05,8.25,100.0,78.8,90,95,1.25
309,Kahului,US,2022-07-25 23:24:01,20.8947,-156.47,87.82,62,40,23.02
310,Jiexiu,CN,2022-07-25 23:28:27,37.0244,111.9125,70.23,78,0,2.08
311,Cidreira,BR,2022-07-25 23:25:19,-30.1811,-50.2056,61.2,96,18,5.3
312,Bambanglipuro,ID,2022-07-25 23:28:27,-7.95,110.2833,68.49,88,89,3.49
313,Cosio,MX,2022-07-25 23:25:25,22.35,-102.3,73.04,42,100,11.7
314,Gudari,IN,2022-07-25 23:28:27,19.35,83.7833,76.95,95,89,1.16
315,Arawa,PG,2022-07-25 23:28:28,-6.2132,155.5367,82.45,76,77,4.05
316,Galesong,ID,2022-07-25 23:28:28,-5.3166,119.3661,71.62,77,20,3.6
317,Samana,DO,2022-07-25 23:28:28,19.2056,-69.3369,75.16,87,89,11.48
318,Yidu,CN,2022-07-25 23:28:29,24.1614,115.1328,81.81,80,53,2.21
319,Acarau,BR,2022-07-25 23:23:39,-2.8856,-40.12,78.4,76,50,16.58
320,Tigil,RU,2022-07-25 23:28:29,57.8,158.6667,62.4,52,95,4.81
321,Timaru,NZ,2022-07-25 23:29:29,-44.4,171.25,48.07,97,100,11.01
322,Marsh Harbour,BS,2022-07-25 23:26:58,26.5412,-77.0636,83.26,73,73,14.43
323,Kachug,RU,2022-07-25 23:29:30,53.9606,105.8817,58.08,98,100,2.46
324,Murud,IN,2022-07-25 23:29:30,18.3258,72.965,78.82,84,100,5.79
325,Praia Da Vitoria,PT,2022-07-25 23:29:18,38.7333,-27.0667,75.76,88,75,2.19
326,Ribeira Grande,PT,2022-07-25 23:25:42,38.5167,-28.7,75.31,86,15,5.57
327,Beverly Hills,US,2022-07-25 23:29:30,34.0736,-118.4004,97.75,65,40,14.97
328,Sarkikaraagac,TR,2022-07-25 23:29:31,38.0794,31.3664,62.94,47,0,5.01
329,Rio Gallegos,AR,2022-07-25 23:29:31,-51.6226,-69.2181,28.45,86,0,11.5
330,Madang,PG,2022-07-25 23:29:31,-5.2246,145.7966,80.44,84,40,3.15
331,Wajima,JP,2022-07-25 23:29:32,37.4,136.9,81.28,83,75,1.14
332,Padang,ID,2022-07-25 23:27:23,-0.9492,100.3543,73.45,84,100,0.98
333,La Rioja,ES,2022-07-25 23:29:32,42.25,-2.5,60.58,97,29,4.12
334,Gazanjyk,TM,2022-07-25 23:29:12,39.2446,55.5154,80.35,56,89,6.42
335,San-Pedro,CI,2022-07-25 23:29:33,4.7485,-6.6363,73.31,80,16,5.26
336,Mnogovershinnyy,RU,2022-07-25 23:29:33,53.9353,139.9242,54.77,91,99,5.57
337,Chicama,PE,2022-07-25 23:25:39,-7.8447,-79.1469,59.54,78,25,7.94
338,Biu,NG,2022-07-25 23:29:33,10.6129,12.1946,72.63,82,100,5.06
339,Rio Grande,BR,2022-07-25 23:29:34,-32.035,-52.0986,62.71,98,96,4.54
340,Cowra,AU,2022-07-25 23:29:34,-33.8333,148.6833,48.27,92,100,10.76
341,Quesnel,CA,2022-07-25 23:29:34,52.9999,-122.5029,79.3,44,75,4.61
342,Paliseul,BE,2022-07-25 23:29:35,49.904,5.1354,59.58,84,54,3.11
343,Mount Isa,AU,2022-07-25 23:29:35,-20.7333,139.5,60.57,51,0,17.27
344,Hami,CN,2022-07-25 23:29:17,42.8,93.45,78.85,21,34,13.06
345,Ossora,RU,2022-07-25 23:29:35,59.2353,163.0719,60.71,65,96,4.34
346,Hambantota,LK,2022-07-25 23:21:07,6.1241,81.1185,77.88,87,100,11.36
347,Russell,US,2022-07-25 23:28:12,32.3502,-85.1999,90.55,55,0,6.91
348,Yerbogachen,RU,2022-07-25 23:29:36,61.2767,108.0108,67.51,85,32,9.06
349,Wuda,CN,2022-07-25 23:29:36,39.4994,106.7117,74.55,42,85,16.87
350,Berlevag,NO,2022-07-25 23:25:42,70.8578,29.0864,53.6,93,100,11.5
351,Honningsvag,NO,2022-07-25 23:29:36,70.9821,25.9704,51.55,100,75,3.44
352,Kabompo,ZM,2022-07-25 23:29:37,-13.5927,24.2008,58.55,43,0,7.34
353,Jizan,SA,2022-07-25 23:29:37,17.3333,42.6667,86.94,60,100,8.05
354,Ustyuzhna,RU,2022-07-25 23:29:37,58.8394,36.4321,60.13,94,79,3.71
355,Shakhovskaya,RU,2022-07-25 23:29:38,56.0283,35.5097,57.51,98,16,5.82
356,Punta Cardon,VE,2022-07-25 23:29:38,11.6581,-70.215,80.55,77,94,29.66
357,Biak,ID,2022-07-25 23:29:38,-0.9131,122.8766,76.21,83,96,6.53
358,Sayyan,YE,2022-07-25 23:29:39,15.1718,44.3244,64.06,67,100,2.33
359,Tucupita,VE,2022-07-25 23:26:58,9.0622,-62.051,75.07,93,78,3.15
360,Abha,SA,2022-07-25 23:29:39,18.2164,42.5053,64.65,68,20,0.0
361,Puerto Escondido,MX,2022-07-25 23:25:48,15.85,-97.0667,86.83,58,100,3.44
362,Lasa,IT,2022-07-25 23:28:14,46.6166,10.7002,67.08,93,84,5.39
363,Pajapan,MX,2022-07-25 23:29:40,18.25,-94.7,80.76,74,100,7.25
364,Lieksa,FI,2022-07-25 23:29:40,63.3167,30.0167,58.96,82,94,7.74
365,Jalu,LY,2022-07-25 23:26:17,29.0331,21.5482,86.31,22,0,16.28
366,Rosetta,EG,2022-07-25 23:30:40,31.4044,30.4164,77.47,70,0,5.08
367,Tempio Pausania,IT,2022-07-25 23:30:41,40.8974,9.1035,74.32,62,0,6.67
368,Jaciara,BR,2022-07-25 23:29:16,-15.9653,-54.9683,77.0,33,0,0.98
369,Karratha,AU,2022-07-25 23:26:21,-20.7377,116.8463,60.89,42,4,12.41
370,Tateyama,JP,2022-07-25 23:30:41,34.9833,139.8667,80.53,94,75,9.22
371,Kelso,US,2022-07-25 23:30:41,46.1468,-122.9084,101.39,36,0,11.5
372,Tiksi,RU,2022-07-25 23:25:47,71.6872,128.8694,50.29,83,48,2.17
373,Catamarca,AR,2022-07-25 23:30:12,-28.4696,-65.7852,70.59,68,8,6.2
374,Del Rio,US,2022-07-25 23:26:03,29.3627,-100.8968,102.22,24,0,18.41
375,Marystown,CA,2022-07-25 23:30:42,47.1666,-55.1483,67.86,100,88,5.01
376,Ancud,CL,2022-07-25 23:30:43,-41.8697,-73.8203,45.86,93,100,6.78
377,Cascavel,BR,2022-07-25 23:30:43,-24.9558,-53.4553,73.0,49,0,4.61
378,Norman Wells,CA,2022-07-25 23:29:11,65.282,-126.8329,78.84,29,20,12.66
379,Bratsk,RU,2022-07-25 23:30:44,56.1325,101.6142,55.89,94,100,16.35
380,Rovaniemi,FI,2022-07-25 23:27:44,66.5,25.7167,60.21,88,100,4.61
381,Tasiilaq,GL,2022-07-25 23:25:25,65.6145,-37.6368,44.76,90,100,3.24
382,Fukuma,JP,2022-07-25 23:30:44,33.7667,130.4667,85.28,76,12,2.46
383,La Ronge,CA,2022-07-25 23:30:44,55.1001,-105.2842,71.82,40,75,16.11
384,Karasjok,NO,2022-07-25 23:30:45,69.4719,25.5112,53.08,96,100,4.29
385,Sonneberg,DE,2022-07-25 23:30:45,50.35,11.1667,72.1,74,78,2.44
386,Kuytun,RU,2022-07-25 23:30:45,54.3419,101.5036,53.56,91,100,13.51
387,Yanam,IN,2022-07-25 23:30:46,16.7333,82.2167,77.27,92,100,2.19
388,Chara,RU,2022-07-25 23:23:59,56.9064,118.2631,71.31,63,8,4.05
389,Sinnamary,GF,2022-07-25 23:30:46,5.3833,-52.95,79.0,86,91,8.37
390,Devarkonda,IN,2022-07-25 23:30:46,16.7,78.9333,76.08,84,100,5.46
391,Sharanga,RU,2022-07-25 23:30:47,57.1775,46.5396,62.91,94,51,4.56
392,Loubomo,CG,2022-07-25 23:30:47,-4.1997,12.6739,67.68,90,59,4.03
393,Mapimi,MX,2022-07-25 23:30:47,25.8167,-103.85,90.45,21,48,19.35
394,Kudahuvadhoo,MV,2022-07-25 23:26:23,2.6708,72.8944,78.37,85,92,17.49
395,Fort Saint James,CA,2022-07-25 23:30:48,54.4333,-124.25,81.55,36,9,2.53
396,Olafsvik,IS,2022-07-25 23:25:41,64.8945,-23.7142,52.75,63,96,5.99
397,Ranong,TH,2022-07-25 23:30:48,9.9658,98.6348,76.93,87,96,2.42
398,Katra,IN,2022-07-25 23:30:49,32.9833,74.95,73.2,88,98,3.69
399,High Rock,BS,2022-07-25 23:30:49,26.6208,-78.2833,86.02,70,13,13.65
400,Constitucion,CL,2022-07-25 23:25:57,-35.3333,-72.4167,53.44,89,100,21.34
401,Xichang,CN,2022-07-25 23:30:49,27.8964,102.2634,67.15,89,25,0.92
402,Tromso,NO,2022-07-25 23:29:42,69.6496,18.957,55.42,82,75,2.3
403,Sanjwal,PK,2022-07-25 23:30:50,33.7608,72.4336,82.53,74,45,3.27
404,Necochea,AR,2022-07-25 23:30:05,-38.5473,-58.7368,52.56,90,100,15.1
405,Saint George,US,2022-07-25 23:22:21,37.1041,-113.5841,72.19,83,75,6.91
406,San Quintin,MX,2022-07-25 23:28:33,30.4833,-115.95,72.82,69,2,10.45
407,Champerico,GT,2022-07-25 23:29:13,14.3,-91.9167,88.34,75,70,7.58
408,Maragogi,BR,2022-07-25 23:26:56,-9.0122,-35.2225,73.04,83,20,10.76
409,Xining,CN,2022-07-25 23:25:49,36.6167,101.7667,57.97,59,48,2.77
410,Great Yarmouth,GB,2022-07-25 23:31:51,52.6083,1.7305,62.1,85,53,17.09
411,Broome,US,2022-07-25 23:26:53,42.2506,-75.833,79.0,63,0,8.05
412,Grand Island,US,2022-07-25 23:31:51,40.925,-98.342,66.61,88,100,10.36
413,Alugan,PH,2022-07-25 23:31:52,12.2188,125.4808,81.97,74,100,4.99
414,Berdavan,AM,2022-07-25 23:31:52,41.205,44.9997,59.45,68,0,5.26
415,Bonthe,SL,2022-07-25 23:31:52,7.5264,-12.505,74.79,78,72,5.32
416,Ichinoseki,JP,2022-07-25 23:31:53,38.9167,141.1333,83.43,74,40,0.38
417,Isangel,VU,2022-07-25 23:26:58,-19.55,169.2667,77.11,94,100,9.22
418,Krasnoselkup,RU,2022-07-25 23:29:12,65.7,82.4667,54.19,81,100,7.63
419,Asandh,IN,2022-07-25 23:31:53,29.5167,76.6,83.62,65,69,9.8
420,Taungdwingyi,MM,2022-07-25 23:31:54,20.0167,95.55,78.75,82,21,3.38
421,Huilong,CN,2022-07-25 23:31:54,31.8111,121.655,84.92,83,74,10.89
422,Kaeo,NZ,2022-07-25 23:31:54,-35.1,173.7833,57.42,85,59,19.51
423,Fare,PF,2022-07-25 23:31:55,-16.7,-151.0167,76.5,80,79,9.17
424,Bodden Town,KY,2022-07-25 23:31:55,19.2833,-81.25,86.0,70,20,11.5
425,Batagay,RU,2022-07-25 23:31:55,67.6333,134.6333,75.54,49,97,2.3
426,Flin Flon,CA,2022-07-25 23:31:56,54.7682,-101.865,73.24,38,100,14.97
427,Port Hedland,AU,2022-07-25 23:31:56,-20.3167,118.5667,60.85,44,34,9.22
428,Amalapuram,IN,2022-07-25 23:31:56,16.5833,82.0167,77.5,91,100,1.28
429,Bilma,NE,2022-07-25 23:26:53,18.6853,12.9164,90.37,14,50,11.05
430,Korsakov,RU,2022-07-25 23:31:57,46.6328,142.7813,69.64,85,8,6.67
431,Elbistan,TR,2022-07-25 23:31:57,38.2059,37.1983,60.66,61,0,3.33
432,Udachnyy,RU,2022-07-25 23:28:04,66.4167,112.4,70.45,77,54,3.56
433,Olinda,BR,2022-07-25 23:29:19,-8.0089,-34.8553,74.93,78,75,8.05
434,Tessalit,ML,2022-07-25 23:31:57,20.1986,1.0114,92.82,9,3,9.89
435,Selenduma,RU,2022-07-25 23:31:58,50.9131,106.2406,59.0,87,99,0.47
436,Vershino-Shakhtaminskiy,RU,2022-07-25 23:31:58,51.3012,117.8868,62.4,94,100,8.3
437,Teya,RU,2022-07-25 23:31:58,60.3778,92.6267,56.88,97,100,2.35
438,Jiutai,CN,2022-07-25 23:31:59,44.1525,125.8328,77.34,83,61,10.47
439,Basco,PH,2022-07-25 23:31:59,20.4487,121.9702,85.66,75,25,8.32
440,Hun,LY,2022-07-25 23:31:59,29.1268,15.9477,79.99,40,0,1.97
441,Kibondo,TZ,2022-07-25 23:32:00,-3.5864,30.7203,63.72,60,57,2.95
442,Ilebo,CD,2022-07-25 23:32:00,-4.3167,20.5833,77.94,51,83,0.94
443,Chokwe,MZ,2022-07-25 23:32:00,-24.5333,32.9833,57.9,78,0,4.81
444,College,US,2022-07-25 23:28:06,64.8569,-147.8028,74.07,53,75,13.8
445,Guantanamo,CU,2022-07-25 23:32:01,20.1444,-75.2092,86.47,79,100,2.48
446,Rusape,ZW,2022-07-25 23:32:01,-18.5278,32.1284,46.98,96,4,2.86
447,Lebedinyy,RU,2022-07-25 23:32:02,58.5167,125.5167,76.62,57,18,1.32
448,Porto Murtinho,BR,2022-07-25 23:32:02,-21.6989,-57.8825,79.68,31,1,5.75
449,Sioux Lookout,CA,2022-07-25 23:30:51,50.1001,-91.917,73.47,43,75,6.91
450,Prykolotne,UA,2022-07-25 23:32:03,50.1604,37.3474,62.62,89,99,4.97
451,Quatre Cocos,MU,2022-07-25 23:32:03,-20.2078,57.7625,68.11,80,35,10.74
452,Necocli,CO,2022-07-25 23:31:53,8.4234,-76.786,77.9,85,100,2.1
453,Coihaique,CL,2022-07-25 23:25:30,-45.5752,-72.0662,28.35,93,20,4.61
454,Beringovskiy,RU,2022-07-25 23:32:03,63.05,179.3167,45.95,75,100,2.17
455,Zelezna Ruda,CZ,2022-07-25 23:32:04,49.1374,13.2352,67.1,67,100,15.99
456,Nouadhibou,MR,2022-07-25 23:33:04,20.931,-17.0347,78.78,73,1,4.61
457,Bandarbeyla,SO,2022-07-25 23:26:43,9.4942,50.8122,76.84,76,37,28.77
458,Mezhdurechensk,RU,2022-07-25 23:33:04,53.6942,88.0603,53.19,96,97,2.59
459,Washington,US,2022-07-25 23:30:15,47.5001,-120.5015,101.19,20,4,5.39
460,Ishigaki,JP,2022-07-25 23:33:05,24.3448,124.1572,86.13,84,20,3.44
461,Beloha,MG,2022-07-25 23:33:06,-25.1667,45.05,62.51,90,17,4.97
462,Keflavik,IS,2022-07-25 23:33:06,64.0049,-22.5624,51.71,87,75,5.75
463,Safaga,EG,2022-07-25 23:33:06,26.7292,33.9365,86.0,46,0,2.46
464,Gobabis,NA,2022-07-25 23:33:07,-22.45,18.9667,57.63,38,86,9.46
465,Rize,TR,2022-07-25 23:33:07,40.9044,40.8949,46.56,86,3,2.62
466,Lingao,CN,2022-07-25 23:33:07,19.9103,109.6859,82.45,78,15,2.84
467,Srednekolymsk,RU,2022-07-25 23:33:08,67.45,153.6833,59.07,38,95,13.11
468,Luganville,VU,2022-07-25 23:33:08,-15.5333,167.1667,82.63,73,10,5.44
469,Sechura,PE,2022-07-25 23:33:09,-5.5569,-80.8222,66.72,78,25,16.84
470,Mecca,SA,2022-07-25 23:25:06,21.4267,39.8261,88.99,48,99,7.47
471,Altay,CN,2022-07-25 23:33:09,47.8667,88.1167,61.99,38,0,2.64
472,High Level,CA,2022-07-25 23:30:50,58.5169,-117.136,75.31,41,75,4.61
473,Camopi,GF,2022-07-25 23:33:09,3.1655,-52.3158,72.36,99,59,2.37
474,Yamada,JP,2022-07-25 23:33:10,39.4667,141.95,78.87,80,57,3.42
475,Lompoc,US,2022-07-25 23:33:10,34.6391,-120.4579,85.01,73,0,16.11
476,Strezhevoy,RU,2022-07-25 23:33:11,60.7333,77.5889,57.69,94,81,3.44
477,Celestun,MX,2022-07-25 23:33:11,20.8667,-90.4,83.05,75,81,16.64
478,Buala,SB,2022-07-25 23:24:02,-8.145,159.5921,83.41,74,59,8.05
479,Belaya Gora,RU,2022-07-25 23:33:11,68.5333,146.4167,64.44,37,68,11.7
480,Ovalle,CL,2022-07-25 23:32:29,-30.5983,-71.2003,54.81,77,99,3.47
481,Zavallya,UA,2022-07-25 23:33:12,48.2135,30.0156,60.87,77,2,3.94
482,Saint-Francois,FR,2022-07-25 23:30:25,46.4154,3.9054,65.64,88,0,2.3
483,Sault Sainte Marie,CA,2022-07-25 23:31:24,46.5168,-84.3333,66.76,59,0,13.8
484,Kavieng,PG,2022-07-25 23:27:59,-2.5744,150.7967,82.56,78,20,16.24
485,Dunedin,NZ,2022-07-25 23:30:06,-45.8742,170.5036,45.5,93,100,20.78
486,Florianopolis,BR,2022-07-25 23:31:07,-27.6146,-48.5012,61.83,95,75,8.05
487,Liuzhou,CN,2022-07-25 23:28:54,24.3126,109.3892,79.52,81,0,3.36
488,Sligo,IE,2022-07-25 23:33:13,54.2697,-8.4694,53.69,83,99,7.16
489,Rassvet,RU,2022-07-25 23:33:13,46.8333,40.75,69.49,86,93,0.45
490,Palpa,PE,2022-07-25 23:33:14,-14.5336,-75.1856,66.31,65,33,1.63
491,Domoni,KM,2022-07-25 23:33:14,-12.2569,44.5319,74.88,75,7,13.4
492,Nehe,CN,2022-07-25 23:33:14,48.4833,124.8333,74.75,79,36,6.35
493,Rio Cuarto,AR,2022-07-25 23:30:54,-33.1307,-64.3499,62.67,100,100,10.36
494,Telimele,GN,2022-07-25 23:33:15,10.9167,-13.3333,69.44,99,100,1.41
495,Waddan,LY,2022-07-25 23:33:16,29.1614,16.139,79.86,40,0,5.44
496,Sitka,US,2022-07-25 23:30:23,57.0531,-135.33,57.09,88,100,0.0
497,Romitan,UZ,2022-07-25 23:33:16,39.9343,64.3814,80.55,36,0,4.61
498,Sao Felix Do Xingu,BR,2022-07-25 23:33:17,-6.6447,-51.995,79.36,44,42,1.01
499,Sajanan,TN,2022-07-25 23:33:17,37.0573,9.2426,72.52,36,0,1.61
500,Tucuman,AR,2022-07-25 23:33:17,-26.8241,-65.2226,69.8,73,8,2.3
501,Anahuac,MX,2022-07-25 23:33:17,27.2333,-100.15,99.39,24,70,19.22
502,Tual,ID,2022-07-25 23:33:18,-5.6667,132.75,79.72,83,42,20.69
503,Jacqueville,CI,2022-07-25 23:33:18,5.2052,-4.4146,75.96,79,34,10.94
504,Gat,IL,2022-07-25 23:34:18,31.61,34.7642,78.4,71,0,1.9
505,Kayerkan,RU,2022-07-25 23:34:19,69.3497,87.7602,53.53,100,57,11.43
506,Tongren,CN,2022-07-25 23:34:19,27.7172,109.1853,81.91,75,4,3.27
507,Nerchinskiy Zavod,RU,2022-07-25 23:34:20,51.3088,119.61,67.87,79,98,4.61
508,Evensk,RU,2022-07-25 23:34:20,61.95,159.2333,59.4,60,45,8.37
509,Pemba,MZ,2022-07-25 23:34:20,-12.974,40.5178,70.5,94,20,5.75
510,Port Blair,IN,2022-07-25 23:28:01,11.6667,92.75,80.89,83,100,6.06
511,Shelburne,CA,2022-07-25 23:30:51,44.0787,-80.2041,67.23,65,17,10.31
512,Saint Anthony,US,2022-07-25 23:33:49,45.0205,-93.218,79.18,48,0,12.66
513,Talaya,RU,2022-07-25 23:34:21,61.3833,152.75,70.39,36,10,6.49
514,Sainte-Marie,RE,2022-07-25 23:32:41,-20.8968,55.5496,69.93,80,100,14.97
515,Siuna,NI,2022-07-25 23:34:21,13.7332,-84.7773,73.51,96,79,3.49
516,Dwarka,IN,2022-07-25 23:34:22,22.2394,68.9678,82.04,80,100,16.87
517,Kralendijk,BQ,2022-07-25 23:30:12,12.15,-68.2667,82.38,74,20,17.27
518,Ouesso,CG,2022-07-25 23:34:22,1.6136,16.0517,71.17,97,98,2.86
519,Mogadishu,SO,2022-07-25 23:34:22,2.0371,45.3438,75.56,82,21,18.57
520,Ust-Nera,RU,2022-07-25 23:34:23,64.5667,143.2,74.03,36,9,5.01
521,Ayagoz,KZ,2022-07-25 23:34:23,47.9714,80.4392,59.81,40,0,9.75
522,Inta,RU,2022-07-25 23:34:23,66.0317,60.1659,47.48,87,100,18.75
523,Pangnirtung,CA,2022-07-25 23:34:24,66.1451,-65.7125,51.12,69,29,3.38
524,Tecpan,GT,2022-07-25 23:34:24,14.7623,-90.9947,66.88,80,74,4.03
525,Takoradi,GH,2022-07-25 23:34:24,4.8845,-1.7554,73.83,88,66,8.81
526,Lethem,GY,2022-07-25 23:34:25,3.3803,-59.7968,75.72,91,88,6.15
527,Buta,CD,2022-07-25 23:34:25,2.7858,24.73,69.62,99,88,0.76
528,Miramar,US,2022-07-25 23:34:26,25.9873,-80.2323,87.82,74,75,17.27
529,Apam,GH,2022-07-25 23:34:26,5.2848,-0.7371,74.05,91,76,8.55
530,Laguna,US,2022-07-25 23:30:21,38.421,-121.4238,99.18,33,0,11.5
531,Zyryanovsk,KZ,2022-07-25 23:34:26,49.7386,84.2719,53.53,73,0,1.7
532,Samarai,PG,2022-07-25 23:34:27,-10.6167,150.6667,79.57,78,86,17.02
533,Ampanihy,MG,2022-07-25 23:34:27,-24.7,44.75,60.13,93,11,4.0
534,Torbat-E Jam,IR,2022-07-25 23:34:27,35.244,60.6225,82.17,30,0,13.27
535,Asau,RO,2022-07-25 23:34:28,46.4333,26.4,63.95,92,10,3.44
536,Kalmunai,LK,2022-07-25 23:34:28,7.4167,81.8167,79.29,81,100,4.36
537,Ipora,BR,2022-07-25 23:34:28,-16.4419,-51.1178,71.8,35,0,4.03
538,Bolshaya Rechka,RU,2022-07-25 23:34:29,51.9503,104.7355,53.87,97,100,10.74
539,Mandurah,AU,2022-07-25 23:33:22,-32.55,115.7,62.02,72,92,17.2
540,Vanavara,RU,2022-07-25 23:34:29,60.34,102.2797,60.13,98,100,8.86
541,Yakeshi,CN,2022-07-25 23:34:30,49.2833,120.7333,69.03,83,99,15.03
542,Adrar,MR,2022-07-25 23:25:50,20.5022,-10.0711,94.19,26,58,5.64
543,Oksfjord,NO,2022-07-25 23:34:30,70.2396,22.3479,59.07,93,100,4.56
544,Raudeberg,NO,2022-07-25 23:34:31,61.9875,5.1352,56.95,85,97,21.81
545,Gondanglegi,ID,2022-07-25 23:34:31,-7.7479,112.0132,72.84,81,34,8.39
546,Jiehu,CN,2022-07-25 23:34:31,35.5428,118.455,74.62,94,89,6.38
547,Vestmannaeyjar,IS,2022-07-25 23:34:32,63.4427,-20.2734,52.3,77,87,10.51
548,Hovd,MN,2022-07-25 23:34:32,48.0056,91.6419,57.9,44,3,4.12
549,Goure,NE,2022-07-25 23:28:02,13.9835,10.2704,92.64,27,17,3.44
550,Rongcheng,CN,2022-07-25 23:35:32,30.634,117.8517,84.74,80,58,4.03
551,Hualmay,PE,2022-07-25 23:35:33,-11.0964,-77.6139,62.56,82,45,11.3
552,Marathon,US,2022-07-25 23:35:33,44.9,-89.7668,72.93,52,0,10.36
553,Alice Springs,AU,2022-07-25 23:31:24,-23.7,133.8833,47.75,66,0,0.0
554,Waingapu,ID,2022-07-25 23:35:33,-9.6567,120.2641,76.41,70,84,7.23
555,Podgornoye,RU,2022-07-25 23:35:34,51.735,39.1496,62.82,94,0,6.71
556,Fredericksburg,US,2022-07-25 23:30:55,38.3032,-77.4605,77.0,87,100,6.91
557,Saint-Joseph,RE,2022-07-25 23:35:34,-21.3667,55.6167,64.2,78,36,7.07
558,Kenai,US,2022-07-25 23:35:25,60.5544,-151.2583,65.03,76,75,29.93
559,Ilhabela,BR,2022-07-25 23:35:34,-23.7781,-45.3581,66.65,88,58,3.53
560,Olenino,RU,2022-07-25 23:35:35,56.2092,33.4889,60.51,86,86,4.68
561,Bundaberg,AU,2022-07-25 23:32:04,-24.85,152.35,68.22,75,0,3.0
562,Jurm,AF,2022-07-25 23:35:35,36.8648,70.8342,72.37,31,29,1.01
563,Kamenka,RU,2022-07-25 23:35:35,51.3223,42.7678,61.18,92,59,3.02
564,Rudnyy,KZ,2022-07-25 23:35:36,52.9594,63.1206,70.03,70,81,9.53
565,Kroya,ID,2022-07-25 23:35:36,-7.6331,109.2461,71.11,82,89,4.09
566,Sampit,ID,2022-07-25 23:35:36,-2.5333,112.95,77.13,84,88,2.15
567,Manati,PR,2022-07-25 23:35:37,18.4275,-66.4921,85.71,88,98,13.49
568,Tarrafal,CV,2022-07-25 23:35:37,15.2833,-23.7667,79.59,86,61,3.31
569,Koszalin,PL,2022-07-25 23:35:37,54.1944,16.1722,64.58,97,100,7.34
570,Kodinsk,RU,2022-07-25 23:35:38,58.6881,99.1844,57.07,99,100,4.47
571,Sal Rei,CV,2022-07-25 23:35:38,16.1833,-22.9167,79.23,84,55,5.17
572,Ofunato,JP,2022-07-25 23:35:38,39.0717,141.7167,78.69,85,39,3.87
573,Boende,CD,2022-07-25 23:35:39,-0.2167,20.8667,71.01,97,74,3.2
574,Ambilobe,MG,2022-07-25 23:35:39,-13.2,49.05,64.0,90,7,3.18
